trial,final_step,trapped,boundary_dead,contact_dead
479,58,1,0,0
480,67,1,0,0
481,117,1,0,0
482,120,1,0,0
483,40,1,0,0
484,71,1,0,0
485,74,1,0,0
486,87,1,0,0
487,46,1,0,0
488,92,1,0,0
489,61,1,0,0
490,72,1,0,0
491,19,1,0,0
492,31,1,0,0
493,149,1,0,0
494,25,1,0,0
495,23,1,0,0
496,90,1,0,0
497,100,1,0,0
498,40,1,0,0
499,29,1,0,0
500,129,1,0,0
501,70,1,0,0
502,90,1,0,0
503,186,1,0,0
504,92,1,0,0
505,18,1,0,0
506,110,1,0,0
507,37,1,0,0
508,77,1,0,0
509,56,1,0,0
510,48,1,0,0
511,43,1,0,0
512,73,1,0,0
513,86,1,0,0
514,131,1,0,0
515,62,1,0,0
516,105,1,0,0
517,44,1,0,0
518,45,1,0,0
519,26,1,0,0
520,47,1,0,0
521,56,1,0,0
522,40,1,0,0
523,39,1,0,0
524,134,1,0,0
525,63,1,0,0
526,170,1,0,0
527,82,1,0,0
528,32,1,0,0
529,129,1,0,0
530,17,1,0,0
531,24,1,0,0
532,81,1,0,0
533,18,1,0,0
534,39,1,0,0
535,190,1,0,0
536,139,1,0,0
537,56,1,0,0
538,31,1,0,0
539,71,1,0,0
540,50,1,0,0
541,94,1,0,0
542,63,1,0,0
543,24,1,0,0
544,29,1,0,0
545,40,1,0,0
546,8,1,0,0
547,117,1,0,0
548,68,1,0,0
549,130,1,0,0
550,100,1,0,0
551,106,1,0,0
552,20,1,0,0
553,71,1,0,0
554,21,1,0,0
555,50,1,0,0
556,112,1,0,0
557,44,1,0,0
558,60,1,0,0
559,46,1,0,0
560,48,1,0,0
561,29,1,0,0
562,122,1,0,0
563,15,1,0,0
564,13,1,0,0
565,42,1,0,0
566,73,1,0,0
567,15,1,0,0
568,12,1,0,0
569,77,1,0,0
570,28,1,0,0
571,192,1,0,0
572,214,1,0,0
573,55,1,0,0
574,105,1,0,0
575,235,1,0,0
576,103,1,0,0
577,71,1,0,0
578,153,1,0,0
